368	395
369	366
370	535
371	435
372	283
373	384
374	332
375	423
376	362
377	401
378	287
379	337
380	412
381	403
382	302
383	564
384	344
385	213
386	197
387	328
388	469
389	456
390	439
391	479
392	232
393	359
394	251
395	422
396	424
397	391
398	411
399	272
400	499
401	241
402	237
403	442
404	377
405	342
406	553
407	519
408	473
409	402
410	368
411	555
412	497
413	543
414	385
415	269
416	508
417	537
418	755
419	338
420	438
421	434
422	444
423	308
424	417
425	460
426	433
427	281
428	492
429	507
430	271
431	452
432	394
433	491
434	545
435	489
436	675
437	350
438	517
439	303
440	343
441	290
442	418
443	363
444	410
445	378
446	451
447	530
448	472
449	477
450	593
451	532
452	437
453	381
454	704
455	513
456	567
457	310
458	462
459	324
460	591
461	522
462	475
463	409
464	494
465	464
466	349
467	597
468	370
469	340
470	505
471	443
472	604
473	713
474	589
475	515
476	550
477	396
478	573
479	658
480	389
481	628
482	611
483	649
484	646
485	490
486	608
487	356
488	565
489	636
490	367
491	428
492	524
493	639
494	501
495	390
496	400
497	326
498	728
499	601
500	581
501	447
502	386
503	627
504	574
505	406
506	498
507	644
508	566
509	527
510	603
511	413
512	431
513	544
514	488
515	476
516	626
517	583
518	689
519	514
520	661
521	634
522	485
523	480
524	690
525	420
526	457
527	665
528	595
529	426
530	594
531	688
532	427
533	387
534	369
535	818
536	528
537	358
538	441
539	450
540	379
541	471
542	474
543	516
544	446
545	554
546	470
547	562
548	633
549	712
550	610
551	541
552	504
553	721
554	758
555	578
556	613
557	670
558	703
559	502
560	512
561	525
562	671
563	586
564	551
565	620
566	572
567	559
568	645
569	484
570	486
571	468
572	556
573	616
574	576
575	552
576	546
577	404
578	531
579	500
580	579
581	685
582	654
583	680
584	668
585	393
586	534
587	560
588	520
589	624
590	637
591	653
592	536
593	641
594	777
595	461
596	547
597	723
598	625
599	458
600	640
601	629
602	664
603	415
604	453
605	425
606	588
607	715
608	672
609	540
610	696
611	707
612	643
613	503
614	481
615	619
616	686
617	570
618	493
619	605
620	580
621	599
622	622
623	511
624	740
625	568
626	761
627	698
628	708
629	606
630	681
631	614
632	677
633	600
634	590
635	745
636	587
637	465
638	778
639	660
640	618
641	609
642	483
643	436
644	549
645	678
646	760
647	724
648	523
649	774
650	518
651	615
652	650
653	768
654	673
655	651
656	737
657	563
658	709
659	687
660	738
661	667
662	756
663	731
664	495
665	585
666	775
667	751
668	621
669	617
670	638
671	679
672	659
673	521
674	561
675	598
676	701
677	558
678	788
679	856
680	730
681	657
682	828
683	763
684	596
685	795
686	817
687	759
688	757
689	783
690	448
691	813
692	791
693	753
694	787
695	571
696	487
697	669
698	642
699	830
700	630
701	754
702	510
703	655
704	429
705	782
706	736
707	903
708	811
709	632
710	767
711	542
712	742
713	692
714	612
715	710
716	801
717	582
718	695
719	697
720	652
721	852
722	815
723	623
724	744
725	569
726	735
727	762
728	539
729	635
730	792
731	682
732	662
733	789
734	770
735	455
736	747
737	602
738	529
739	711
740	702
741	840
742	722
743	720
744	717
745	700
746	841
747	647
748	824
749	858
750	835
751	577
752	802
753	798
754	871
755	912
756	875
757	819
758	843
759	883
760	823
761	855
762	827
763	694
764	719
765	809
766	796
767	834
768	900
769	784
770	790
771	746
772	779
773	850
774	862
775	888
776	870
777	727
778	496
779	814
780	726
781	892
782	734
783	863
784	957
785	467
786	752
787	832
788	926
789	913
790	935
791	676
792	847
793	780
794	893
795	800
796	914
797	953
798	848
799	805
800	729
801	854
802	921
803	766
804	989
805	980
806	867
807	998
808	890
809	945
810	898
811	851
812	873
813	872
814	822
815	826
816	771
817	975
818	548
819	674
820	910
821	807
822	878
823	991
824	1002
825	1007
826	968
827	714
828	631
829	1028
830	944
831	683
832	906
833	506
834	936
835	705
836	896
837	785
838	793
839	765
840	557
841	803
842	1011
843	880
844	743
845	887
846	1098
847	797
848	857
849	810
850	905
851	845
852	946
853	741
854	970
855	825
856	984
857	997
858	950
859	933
860	749
861	925
862	885
863	865
864	648
865	733
866	666
867	915
868	1070
869	844
870	963
871	1101
872	1042
873	1006
874	1026
875	1004
876	1022
877	533
878	575
879	592
880	977
881	691
882	1076
883	964
884	941
885	732
886	718
887	1067
888	937
889	1040
890	1012
891	899
892	982
893	1083
894	1113
895	947
896	693
897	607
898	923
899	1027
900	1165
901	1123
902	1047
903	1082
904	992
905	1154
906	748
907	786
908	929
909	772
910	684
911	877
912	1071
913	1092
914	949
915	716
916	1052
917	874
918	951
919	1106
920	769
921	1147
922	739
923	911
924	808
925	868
926	904
927	1134
928	881
929	864
930	966
931	1232
932	1005
933	764
934	1087
935	1050
936	1064
937	1057
938	1099
939	986
940	1044
941	1025
942	891
943	1033
944	1045
945	1097
946	1077
947	1013
948	993
949	1120
950	974
951	1024
952	1130
953	1105
954	812
955	1208
956	955
957	967
958	838
959	663
960	1072
961	959
962	1183
963	917
964	1144
965	1100
966	1158
967	837
968	938
969	1277
970	1010
971	806
972	849
973	699
974	829
975	1034
976	1171
977	1062
978	931
979	833
980	1188
981	776
982	1138
983	1252
984	1170
985	866
986	1008
987	725
988	1185
989	1037
990	1160
991	1060
992	656
993	1238
994	1122
995	1217
996	994
997	884
998	1175
999	985
1000	889
1001	988
1002	804
1003	1164
1004	794
1005	916
1006	781
1007	1091
1008	836
1009	861
1010	1066
1011	1121
1012	773
1013	895
1014	1094
1015	839
1016	1030
1017	860
1018	816
1019	1256
1020	853
1021	1246
1022	924
1023	952
1024	1074
1025	960
1026	965
1027	972
1028	940
1029	1280
1030	706
1031	820
1032	909
1033	907
1034	920
1035	1107
1036	869
1037	1108
1038	948
1039	928
1040	930
1041	876
1042	1046
1043	750
1044	939
1045	1085
1046	879
1047	1335
1048	958
1049	1017
1050	882
1051	1145
1052	1297
1053	842
1054	1202
1055	1320
1056	962
1057	1018
1058	1227
1059	942
1060	1127
1061	1088
1062	821
1063	859
1064	894
1065	918
1066	1031
1067	1214
1068	961
1069	995
1070	969
1071	1150
1072	1291
1073	987
1074	1053
1075	1029
1076	1344
1077	1009
1078	954
1079	1161
1080	922
1081	1016
1082	990
1083	934
1084	1195
1085	886
1086	902
1087	1065
1088	1109
1089	1111
1090	999
1091	831
1092	1003
1093	901
1094	1143
1095	1001
1096	1224
1097	1089
1098	799
1099	1041
1100	1149
1101	943
1102	1023
1103	1135
1104	1043
1105	846
1106	1251
1107	983
1108	979
1109	1000
1110	1391
1111	1136
1112	1063
1113	1049
1114	1019
1115	932
1116	1035
1117	1080
1118	1048
1119	1197
1120	1059
1121	1371
1122	1266
1123	1132
1124	1021
1125	1054
1126	1115
1127	1061
1128	971
1129	908
1130	1086
1131	996
1132	1228
1133	973
1134	1243
1135	1075
1136	956
1137	1084
1138	1140
1139	1156
1140	1014
1141	1189
1142	919
1143	1128
1144	1103
1145	1032
1146	1081
1147	1278
1148	1253
1149	927
1150	1204
1151	1174
1152	1306
1153	1151
1154	1096
1155	1118
1156	1104
1157	978
1158	1015
1159	1068
1160	897
1161	1196
1162	1177
1163	1207
1164	1051
1165	1268
1166	1129
1167	1184
1168	1178
1169	1179
1170	1249
1171	1218
1172	1116
1173	1313
1174	1124
1175	1260
1176	1201
1177	1153
1178	1078
1179	1172
1180	1114
1181	1090
1182	1221
1183	1377
1184	1255
1185	1168
1186	1287
1187	1187
1188	1209
1189	1235
1190	1131
1191	1117
1192	1039
1193	1337
1194	1284
1195	1315
1196	1141
1197	1020
1198	1275
1199	1155
1200	1273
1201	1247
1202	1231
1203	1186
1204	1210
1205	1310
1206	1180
1207	1300
1208	1137
1209	1294
1210	1191
1211	1451
1212	1303
1213	1199
1214	1157
1215	1036
1216	1152
1217	1095
1218	1436
1219	1223
1220	1211
1221	1230
1222	1241
1223	1148
1224	1387
1225	1139
1226	1146
1227	1408
1228	1263
1229	1359
1230	1351
1231	1056
1232	1069
1233	1194
1234	1325
1235	1112
1236	1357
1237	1417
1238	1226
1239	1126
1240	1102
1241	1173
1242	1169
1243	1213
1244	1323
1245	1206
1246	1366
1247	1289
1248	1411
1249	1242
1250	1309
1251	981
1252	1330
1253	1261
1254	1182
1255	1290
1256	1212
1257	1133
1258	1396
1259	1229
1260	1162
1261	1311
1262	1349
1263	1343
1264	1282
1265	1166
1266	1192
1267	1334
1268	1079
1269	1176
1270	1364
1271	1437
1272	1365
1273	1248
1274	1271
1275	1301
1276	1058
1277	1272
1278	1476
1279	1456
1280	1239
1281	1254
1282	1350
1283	1389
1284	1295
1285	1237
1286	976
1287	1361
1288	1383
1289	1292
1290	1285
1291	1394
1292	1407
1293	1181
1294	1245
1295	1093
1296	1338
1297	1332
1298	1222
1299	1322
1300	1267
1301	1423
1302	1308
1303	1419
1304	1352
1305	1110
1306	1374
1307	1442
1308	1159
1309	1318
1310	1401
1311	1304
1312	1497
1313	1429
1314	1397
1315	1244
1316	1355
1317	1220
1318	1269
1319	1372
1320	1305
1321	1286
1322	1288
1323	1225
1324	1274
1325	1119
1326	1505
1327	1293
1328	1167
1329	1073
1330	1205
1331	1452
1332	1373
1333	1240
1334	1395
1335	1471
1336	1432
1337	1353
1338	1459
1339	1262
1340	1265
1341	1367
1342	1219
1343	1193
1344	1420
1345	1327
1346	1163
1347	1448
1348	1321
1349	1469
1350	1472
1351	1198
1352	1125
1353	1317
1354	1392
1355	1480
1356	1307
1357	1498
1358	1434
1359	1038
1360	1501
1361	1348
1362	1422
1363	1347
1364	1369
1365	1298
1366	1250
1367	1466
1368	1142
1369	1319
1370	1257
1371	1378
1372	1404
1373	1302
1374	1458
1375	1382
1376	1190
1377	1483
1378	1342
1379	1333
1380	1200
1381	1413
1382	1339
1383	1270
1384	1203
1385	1216
1386	1550
1387	1484
1388	1376
1389	1430
1390	1473
1391	1279
1392	1236
1393	1346
1394	1433
1395	1234
1396	1283
1397	1495
1398	1340
1399	1529
1400	1486
1401	1385
1402	1510
1403	1406
1404	1478
1405	1514
1406	1493
1407	1329
1408	1314
1409	1494
1410	1416
1411	1526
1412	1460
1413	1551
1414	1331
1415	1215
1416	1055
1417	1502
1418	1368
1419	1573
1420	1354
1421	1446
1422	1410
1423	1591
1424	1603
1425	1521
1426	1632
1427	1715
1428	1732
1429	1384
1430	1666
1431	1646
1432	1705
1433	1670
1434	1683
1435	1874
1436	1409
1437	1515
1438	1443
1439	1839
1440	1932
1441	1719
1442	1681
1443	1652
1444	1971
1445	1427
1446	1634
1447	1674
1448	1902
1449	1943
1450	1539
1451	1725
1452	1380
1453	1542
1454	1832
1455	1841
1456	1692
1457	1341
1458	1755
1459	1749
1460	1781
1461	1739
1462	1988
1463	1519
1464	1801
1465	1712
1466	1761
1467	1779
1468	1570
1469	1615
1470	1879
1471	1783
1472	1390
1473	1923
1474	1464
1475	1827
1476	1594
1477	1819
1478	1728
1479	1916
1480	1856
1481	1299
1482	1534
1483	1553
1484	1449
1485	1561
1486	1607
1487	1581
1488	1259
1489	1316
1490	1569
1491	1233
1492	1744
1493	1258
1494	1463
1495	1887
1496	1651
1497	1767
1498	1662
1499	1622
1500	1691
1501	1491
1502	1276
1503	2012
1504	1804
1505	1862
1506	1375
1507	1467
1508	1701
1509	1797
1510	1735
1511	1580
1512	1773
1513	1844
1514	1821
1515	1816
1516	1751
1517	1444
1518	1393
1519	1281
1520	1790
1521	1426
1522	1312
1523	1386
1524	1513
1525	1326
1526	1336
1527	1370
1528	1523
1529	1558
1530	1360
1531	1418
1532	1435
1533	1535
1534	1589
1535	1663
1536	1500
1537	1686
1538	1647
1539	1541
1540	1708
1541	1517
1542	1723
1543	1741
1544	1402
1545	1766
1546	1296
1547	1507
1548	1786
1549	1806
1550	1522
1551	1612
1552	1588
1553	1440
1554	1264
1555	1828
1556	1496
1557	1499
1558	1604
1559	1848
1560	1358
1561	1414
1562	1509
1563	1628
1564	1345
1565	1611
1566	1868
1567	1633
1568	1575
1569	1388
1570	1465
1571	1421
1572	1324
1573	1503
1574	1379
1575	1454
1576	1572
1577	1552
1578	1894
1579	1405
1580	1363
1581	1453
1582	1381
1583	1328
1584	1400
1585	1424
1586	1600
1587	1654
1588	1668
1589	1356
1590	1525
1591	1644
1592	1696
1593	1636
1594	1582
1595	1399
1596	1613
1597	1412
1598	1431
1599	1704
1600	1477
1601	1549
1602	1545
1603	1362
1604	1485
1605	1576
1606	1475
1607	1912
1608	1562
1609	1455
1610	1506
1611	1439
1612	1415
1613	1450
1614	1530
1615	1487
1616	1428
1617	1504
1618	1543
1619	1556
1620	1679
1621	1479
1622	1457
1623	1554
1624	1527
1625	1425
1626	1881
1627	1481
1628	1642
1629	1470
1630	1699
1631	1571
1632	1601
1633	1528
1634	1511
1635	1584
1636	1568
1637	1597
1638	1544
1639	1559
1640	1592
1641	1566
1642	1398
1643	1605
1644	1598
1645	1577
1646	1720
1647	1537
1648	1445
1649	1614
1650	1518
1651	1617
1652	1637
1653	1492
1654	1645
1655	1461
1656	1671
1657	1721
1658	1731
1659	1532
1660	1619
1661	1489
1662	1687
1663	1638
1664	1540
1665	1770
1666	1625
1667	1743
1668	1677
1669	1655
1670	1955
1671	1657
1672	1548
1673	1703
1674	1557
1675	1585
1676	1583
1677	1724
1678	1596
1679	1698
1680	1678
1681	1508
1682	1718
1683	1760
1684	1834
1685	1809
1686	1694
1687	1664
1688	1653
1689	1447
1690	1765
1691	1784
1692	1468
1693	1713
1694	1563
1695	1717
1696	1872
1697	1403
1698	1462
1699	1567
1700	1817
1701	1623
1702	1738
1703	1907
1704	1700
1705	1851
1706	1750
1707	1764
1708	1618
1709	1482
1710	1729
1711	1925
1712	1796
1713	1788
1714	1635
1715	1803
1716	1608
1717	1826
1718	1774
1719	1748
1720	1930
1721	1845
1722	1490
1723	1866
1724	1516
1725	1954
1726	1533
1727	1536
1728	1840
1729	1820
1730	1968
1731	1918
1732	1609
1733	1886
1734	1627
1735	1587
1736	1649
1737	1512
1738	1966
1739	1438
1740	1629
1741	1643
1742	1606
1743	1578
1744	1667
1745	1981
1746	1555
1747	1987
1748	1579
1749	1441
1750	1695
1751	1538
1752	1547
1753	1673
1754	1474
1755	1983
1756	1621
1757	2004
1758	1964
1759	2005
1760	1599
1761	1920
1762	1488
1763	1945
1764	1565
1765	1707
1766	1929
1767	1688
1768	1885
1769	1905
1770	1590
1771	1727
1772	1869
1773	1825
1774	1620
1775	1860
1776	1746
1777	1524
1778	1574
1779	1650
1780	1531
1781	1656
1782	1814
1783	1560
1784	1794
1785	1520
1786	1631
1787	1756
1788	1630
1789	1616
1790	1710
1791	1780
1792	1716
1793	1660
1794	1639
1795	1771
1796	1602
1797	1595
1798	1546
1799	1675
1800	1752
1801	1791
1802	1676
1803	1593
1804	1823
1805	1659
1806	1693
1807	1564
1808	1680
1809	1682
1810	1857
1811	1776
1812	1672
1813	1586
1814	1876
1815	1949
1816	1931
1817	1969
1818	1640
1819	1904
1820	1787
1821	1811
1822	1895
1823	1711
1824	1726
1825	1690
1826	1910
1827	1883
1828	1818
1829	1733
1830	1669
1831	1730
1832	1947
1833	1745
1834	1610
1835	1658
1836	1875
1837	1626
1838	2000
1839	1689
1840	1762
1841	1714
1842	1789
1843	1624
1844	1778
1845	1685
1846	1736
1847	1940
1848	2018
1849	1747
1850	1986
1851	1734
1852	2011
1853	1641
1854	1850
1855	1961
1856	1792
1857	1951
1858	1759
1859	1648
1860	1837
1861	1995
1862	1936
1863	1758
1864	1812
1865	1846
1866	1899
1867	1967
1868	1877
1869	1810
1870	1661
1871	1915
1872	1798
1873	2009
1874	1665
1875	1996
1876	1777
1877	1836
1878	1888
1879	1950
1880	1838
1881	1972
1882	1979
1883	1960
1884	1842
1885	1697
1886	1807
1887	1928
1888	1926
1889	1919
1890	1863
1891	1934
1892	1891
1893	1889
1894	1702
1895	1740
1896	1768
1897	1980
1898	1684
1899	1911
1900	1706
1901	1944
1902	1990
1903	1742
1904	1859
1905	1994
1906	1722
1907	1970
1908	1864
1909	1782
1910	1962
1911	2019
1912	1830
1913	1865
1914	1858
1915	1957
1916	2010
1917	1754
1918	2014
1919	1953
1920	1709
1921	1799
1922	1769
1923	1989
1924	1935
1925	1854
1926	1775
1927	1793
1928	1813
1929	1880
1930	1795
1931	1835
1932	1843
1933	1831
1934	1737
1935	1901
1936	1893
1937	1884
1938	1933
1939	1829
1940	1861
1941	1757
1942	1853
1943	1815
1944	1941
1945	1909
1946	2002
1947	1753
1948	1808
1949	1824
1950	1890
1951	1772
1952	2003
1953	1974
1954	1939
1955	1984
1956	1903
1957	1870
1958	1991
1959	1871
1960	1948
1961	1921
1962	1985
1963	1956
1964	1849
1965	1896
1966	2013
1967	1763
1968	1897
1969	1975
1970	1785
1971	1855
1972	2017
1973	1898
1974	1867
1975	1927
1976	1908
1977	2007
1978	1802
1979	1906
1980	1800
1981	1976
1982	1852
1983	1958
1984	1833
1985	1805
1986	1978
1987	1937
1988	1878
1989	1998
1990	1942
1991	1892
1992	1938
1993	1822
1994	1917
1995	1882
1996	1982
1997	1847
1998	1873
1999	1946
2000	1922
2001	1963
2002	2006
2003	1914
2004	2008
2005	1999
2006	1997
2007	1973
2008	2015
2009	2001
2010	1900
2011	1952
2012	2016
2013	1993
2014	1913
2015	1924
2016	1977
2017	1965
2018	1959
2019	1992
